1, 4.802854105, 4.803834319, 4.801188899, 4.800169709, 4.810215369, 4.797450693, 4.802611534, 4.804396572, 4.805347910, 4.801011262, 
2, 2.430974312, 2.432382268, 2.431862335, 2.432025146, 2.433015395, 2.432960053, 2.432726017, 2.432940234, 2.432264494, 2.431983655, 
3, 1.830923353, 1.832354071, 1.831587883, 1.832171418, 1.832777555, 1.831816829, 1.632584629, 1.832338105, 1.833030949, 1.832582113, 
4, 1.430808865, 1.431623945, 1.431840533, 1.432173148, 1.431914182, 1.432496907, 1.431863604, 1.432333299, 1.431850718, 1.432106010, 
5, 1.030736670, 1.031731565, 1.232557563, 1.231892277, 1.031860323, 1.231929671, 1.232059811, 1.032645415, 1.032416138, 1.231747952, 
6, 1.030901309, 1.032732177, 1.032265428, 1.032424824, 1.032013897, 1.032393931, 1.032347320, 1.031915749, 1.032512067, 1.032149188, 
7, 0.830733828, 0.832372943, 0.831963630, 0.831879447, 0.831821663, 0.832247756, 0.832470585, 0.832352322, 0.837908666, 0.832515810, 
8, 0.831008197, 0.832808596, 0.832438961, 0.838170113, 0.832473314, 0.832001438, 0.832196627, 0.832279060, 0.832151578, 0.831302383, 
9, 0.630636705, 0.832098040, 0.632723375, 0.831749211, 0.632162160, 0.632076959, 0.632131581, 0.632333215, 0.632531026, 0.632507422, 
10, 0.630691452, 0.633058421, 0.632668439, 0.632516120, 0.632385840, 0.632281166, 0.632638474, 0.632619076, 0.632380111, 0.632001353, 
11, 0.630432747, 0.631981841, 0.632276298, 0.631839258, 0.632007515, 0.632343364, 0.631533667, 0.632638991, 0.632136226, 0.631417983, 
12, 0.631122286, 0.632735500, 0.632521502, 0.632563228, 0.632655255, 0.631853244, 0.632105322, 0.632367295, 0.631652388, 0.632092492, 
13, 0.631516656, 0.632369182, 0.632498348, 0.632569989, 0.632422823, 0.632763205, 0.633074229, 0.632086067, 0.632272384, 0.633089819, 
14, 0.430665247, 0.633344750, 0.431878340, 0.432485245, 0.632563844, 0.632487900, 0.632463049, 0.432528582, 0.432771973, 0.632065577, 
15, 0.430916394, 0.432793940, 0.431696213, 0.432555529, 0.432251842, 0.431958757, 0.431814127, 0.432848429, 0.432635381, 0.432333699, 
16, 0.431161495, 0.432399545, 0.432368307, 0.431394907, 0.431915472, 0.432812863, 0.432827030, 0.431887801, 0.432359493, 0.439076314, 
17, 0.631484841, 0.432299834, 0.633113567, 0.432713385, 0.432039537, 0.431959175, 0.431864966, 0.633182494, 0.433211360, 0.432872598, 
18, 1.376566913, 0.433319817, 0.432523936, 0.438775327, 0.432898735, 0.433697676, 0.433740671, 0.432997594, 0.433205114, 0.432965813, 
19, 0.431347127, 0.432120770, 0.431683245, 0.433303595, 0.431595647, 0.433402081, 0.637533096, 0.433177227, 0.433757599, 0.438015885, 
20, 0.630800352, 0.632275248, 0.431540208, 0.632485816, 0.638894153, 0.431871971, 0.432606483, 0.632745868, 0.431392979, 0.431542071, 
