1, 17.267707366, 10.872551280, 9.748017223, 9.715380904, 9.689407478, 9.777841617, 9.683478160, 9.686888386, 9.685825380, 9.684111296, 
2, 5.548813486, 5.555041206, 5.556062688, 5.555659924, 5.555141092, 5.555771629, 5.556080397, 5.556032674, 5.755743967, 5.554395558, 
3, 4.155064130, 3.954631396, 3.960159503, 3.955235888, 4.155030163, 3.954404916, 3.954855756, 3.954927239, 3.954263082, 3.955622062, 
4, 3.154699549, 3.154900684, 3.156209597, 3.154591014, 3.154400809, 3.155018828, 3.154627876, 3.154806209, 3.153963735, 3.154365380, 
5, 2.754667569, 2.953854385, 2.954247457, 2.753683418, 2.954952435, 2.954552725, 2.754857602, 2.954501218, 2.955083944, 2.953836598, 
6, 2.554317795, 2.552298522, 2.553751777, 2.552767831, 2.554796805, 2.553681718, 2.754375014, 2.551207555, 2.555703199, 2.553481359, 
7, 2.753787832, 2.754363431, 2.552668234, 2.554479862, 2.554150141, 2.754825368, 2.554599306, 2.753843549, 2.554094285, 2.555123824, 
8, 2.553625501, 2.353871819, 2.550904801, 2.554398383, 2.554571982, 2.354615024, 2.555083228, 2.747926763, 2.537498087, 2.353942197, 
9, 2.545331321, 2.555227249, 2.754724845, 2.554465939, 2.754637225, 2.755243462, 2.554912944, 2.754313713, 2.554665978, 2.753687476, 
10, 2.534845129, 2.754416148, 2.553899033, 2.555547172, 2.555423293, 2.754622153, 2.554232837, 2.555621016, 2.555679548, 2.554809760, 
11, 2.554829520, 2.554646361, 2.754495415, 2.554385177, 2.755313217, 2.754768224, 2.754801095, 2.755099376, 2.555549649, 2.755708086, 
12, 2.754824377, 2.754642886, 2.755529209, 3.155326592, 2.754080020, 2.355179508, 2.355255977, 2.755522926, 2.354809861, 2.755150393, 
13, 3.154888483, 2.755160920, 2.554678911, 2.554364313, 2.755880287, 2.755483795, 2.754547646, 2.755102665, 2.754619686, 2.755657218, 
14, 2.755159113, 2.554975564, 2.954964065, 2.753182490, 2.554257476, 2.754914023, 2.756030855, 2.555227172, 2.755221537, 2.554600771, 
15, 2.755752345, 2.556622212, 2.955823090, 2.754984936, 2.754920084, 2.955238318, 2.755149164, 2.756602247, 2.754400540, 2.955263682, 
16, 3.156033330, 2.955104773, 2.556057625, 2.955429188, 2.755295421, 2.756181768, 2.955845280, 2.756538911, 2.955309877, 2.756290431, 
17, 2.554664120, 2.755244830, 2.955032657, 2.555570711, 2.755520909, 2.934767544, 2.956028421, 3.355583784, 2.955250388, 2.555600890, 
18, 2.755002593, 2.555442964, 2.755323280, 2.755875661, 2.955408934, 2.755620489, 2.956018903, 2.557034294, 2.755876924, 2.956691039, 
19, 2.755008515, 2.949629664, 2.955834972, 2.755399235, 2.743575570, 2.957511608, 2.755361425, 2.955232320, 2.755255332, 2.754869625, 
20, 9.757176308, 12.558895456, 6.556362708, 10.558250081, 2.955044388, 2.753100299, 3.155515496, 8.356366651, 3.156001529, 2.956525075, 
